Season,Crop Name,N (kg/ha),P₂O₅ (kg/ha),K₂O (kg/ha),pH,Moisture (%),Temp (°C),Yield Success (0-1)
Kharif,Jowar,99.1,41.57,40.39,7.68,66.24,31.13,0.6376
Kharif,Ragi,59.66,40.42,26.75,7.02,62.99,26.89,0.6813
Annual,Sugarcane,257.05,92.4,180.36,7.24,78.86,30.72,0.7753
Rabi,Wheat,130.69,50.91,43.94,6.6,78.07,23.95,0.7633
Kharif,Cotton,143.25,66.68,60.13,7.27,74.59,34.51,0.7531
Kharif,Cotton,122.91,69.08,60.69,6.56,74.06,28.6,0.7749
Annual,Sugarcane,254.5,97.38,159.4,7.25,81.01,31.82,0.6873
Kharif,Groundnut,21.4,47.14,29.26,7.38,66.96,25.5,0.6733
Rabi,Wheat,120.17,58.38,42.8,6.02,77.77,22.17,0.6739
Kharif,Jowar,99.28,47.81,48.77,6.31,58.98,31.26,0.6577
Annual,Sugarcane,290.98,93.72,160.36,7.46,80.47,28.7,0.7264
Annual,Sugarcane,258.36,88.23,179.68,7.3,75.28,30.87,0.7344
Rabi,Wheat,139.67,52.44,44.53,6.91,65.5,23.88,0.782
Kharif,Rice,103.28,40.39,47.55,5.98,83.08,30.5,0.7397
Annual,Sugarcane,264.35,88.8,169.07,7.42,77.73,31.14,0.7966
Kharif,Rice,137.31,57.56,47.87,6.73,87.14,29.23,0.8081
Kharif,Jowar,99.81,48.22,48.11,6.98,61.91,28.47,0.7702
Kharif,Ragi,59.5,41.35,25.7,5.97,70.49,29.64,0.6584
Rabi,Wheat,137,51.06,41.75,6.55,67.93,22.51,0.7957
Kharif,Rice,111,58.56,59.65,6.28,84.29,26.98,0.7123
Kharif,Rice,118.3,45.96,50.7,6.16,86.8,29.57,0.9132
Annual,Sugarcane,269.78,99.56,166.62,6.61,84.56,31.35,0.6909
Kharif,Groundnut,20.61,48.99,27.15,6.8,65.95,31.07,0.7679
Kharif,Groundnut,21.31,40.77,26.72,6.01,70.86,28.23,0.7378
Kharif,Cotton,123.43,69.08,72.7,7.13,78.32,31.85,0.7568
Kharif,Rice,140.32,59.23,56.09,5.95,85.55,25.49,0.6911
Kharif,Jowar,91.39,48.59,44.56,6.68,55.45,27.25,0.7412
Kharif,Ragi,52.27,44.61,27.72,6.28,70.76,27.78,0.8769
Annual,Sugarcane,255.21,81.24,176.22,6.85,78.46,30.33,0.802
Kharif,Ragi,51.31,48.09,27.96,7.36,64.03,26.75,0.7094
Kharif,Cotton,129.09,69.33,69.75,6.48,78.15,25.87,0.7687
Kharif,Rice,114.68,50.69,47.2,6.72,85.95,34.35,0.7946
Kharif,Ragi,57.06,41.37,28.34,7.24,71.86,26.1,0.6879
Kharif,Cotton,123.98,64.59,61.7,6.14,76.65,32.85,0.7094
Rabi,Wheat,120.4,51.14,45.17,6.3,72.49,22.16,0.7903
Annual,Sugarcane,271.58,92.78,169.38,6.85,79.08,28.45,0.8459
Kharif,Groundnut,23.25,42,25.18,7.02,68.87,31.72,0.7702
Kharif,Groundnut,24.28,47.12,29.22,6.14,74.46,26.23,0.6431
Kharif,Ragi,57.12,47.67,25.06,7,70.44,28.89,0.7274
Kharif,Cotton,144.47,74.66,69.02,7.82,74.58,28.98,0.7572
Rabi,Wheat,139.28,59.66,47.06,6.02,76.3,21.01,0.6912
Kharif,Groundnut,21.08,45.32,28.86,6.33,73.54,31,0.7797
Kharif,Groundnut,21.82,43.41,26.13,7.26,65.65,26.61,0.7195
Kharif,Ragi,54.26,47.43,28.7,6.27,65.13,27,0.82
Kharif,Jowar,81.6,47.6,47.4,7.77,63.04,29.23,0.7675
Kharif,Rice,120.99,51,53.98,5.92,94.53,32.35,0.7912
Kharif,Cotton,125.21,69.16,72.18,7.23,78.62,34.63,0.7127
Kharif,Groundnut,24.33,40.4,28.08,7.15,68.61,31.63,0.7482
Kharif,Cotton,143.74,70.15,73.68,7.68,76.42,27.54,0.7296
Kharif,Rice,123.15,47.06,53.79,6.31,82.31,26.67,0.8179
Annual,Sugarcane,283.2,96.25,172.83,6.6,82.91,30.26,0.7765
Kharif,Cotton,142.85,69.47,66.97,7.62,74.88,28.21,0.8422
Kharif,Groundnut,20.08,48.79,28.26,6.23,70.71,29.11,0.7464
Rabi,Wheat,128.65,54.19,46.18,6.02,76.55,21.31,0.7658
Kharif,Groundnut,22.45,41.66,27.18,6.84,71.76,32.86,0.845
Kharif,Cotton,138.77,70.94,69.58,7.76,71.5,27.15,0.7467
Kharif,Groundnut,22.03,42.52,25.29,6.62,68.16,29.34,0.8132
Annual,Sugarcane,256.57,96.85,181.31,6.7,79.4,29,0.7274
Rabi,Wheat,149.16,53.93,45.3,7.25,74.58,23.27,0.7942
Kharif,Jowar,80.7,49.74,48.89,7.06,66.41,27.37,0.6592
Kharif,Cotton,133.84,72.53,70.1,6.54,77.63,31.62,0.8107
Kharif,Ragi,58.4,41.75,26.22,6.55,60.85,26.46,0.7043
Rabi,Wheat,137.84,51.69,47.91,7.45,67.92,24.76,0.6766
Kharif,Cotton,133.61,64.98,70.58,6.31,71.45,25.55,0.752
Annual,Sugarcane,297.33,93.3,180.36,7.4,83.76,31.8,0.6394
Kharif,Rice,129.29,44.82,49.21,6.98,84.75,32.1,0.7893
Rabi,Wheat,140.02,57.32,44.76,6.12,76.92,24.93,0.7293
Kharif,Rice,103.69,52.39,41.71,5.74,92.15,34.22,0.6613
Kharif,Ragi,52.22,44.34,27.57,6.28,60.27,27.79,0.8329
Rabi,Wheat,140.01,51,49.18,6.52,77.81,21.38,0.7139
Kharif,Ragi,58.66,49.46,28.46,6.08,63,29.82,0.6718
Kharif,Cotton,132.92,68.57,65.97,6.24,72.83,29.91,0.8719
Rabi,Wheat,127.8,53.18,43.92,7.48,66.51,22.51,0.7637
Annual,Sugarcane,297.65,89.1,177.02,6.69,83.42,30.96,0.7359
Annual,Sugarcane,267.62,96.09,169.07,6.88,75.85,28.78,0.7743
Rabi,Wheat,123.9,55.54,41.2,6.36,72.71,20.53,0.7547
Kharif,Groundnut,23.46,49.16,25.85,6.15,71.15,27.46,0.7155
Kharif,Cotton,132.7,62.82,68.26,5.92,78.92,32.88,0.7392
Annual,Sugarcane,277.46,76.44,186.72,6.62,78.38,29.16,0.7231
Kharif,Cotton,135.19,66.4,62.61,7.27,72.68,29.6,0.859
Annual,Sugarcane,277.47,92.22,182.49,6.89,80.27,31.3,0.8313
Rabi,Wheat,133.17,58.15,42.05,6.14,77.47,24.44,0.7005
Rabi,Wheat,131.77,59.27,40.51,6.74,69.61,20.45,0.7345
Kharif,Rice,128.15,48.2,44.26,6.3,86.75,31.53,0.8873
Rabi,Wheat,146.76,54.17,43.17,7.42,75.69,21.73,0.7548
Kharif,Jowar,99.89,41.98,47.25,6.49,64.05,28.13,0.7244
Kharif,Ragi,59.6,46.18,25.01,5.85,70.15,26.36,0.6687
Kharif,Groundnut,23.47,40.92,26.94,6.94,67.78,27.22,0.7766
Kharif,Cotton,147.77,61.3,62.69,6.73,77.03,33.6,0.7
Kharif,Ragi,52.83,49.79,29.6,5.76,63.35,26.21,0.6316
Annual,Sugarcane,254.81,98.45,154.86,7.04,75.63,31.83,0.6409
Kharif,Jowar,99.65,47.18,46.71,6.7,63.65,29.15,0.8053
Rabi,Wheat,130.75,59.34,46.76,6.99,79.84,21.74,0.7412
Kharif,Ragi,56.1,41.13,25.33,6.66,73.08,27.72,0.7578
Kharif,Ragi,57.14,43.41,25.15,6.48,69.07,28.53,0.8183
Kharif,Cotton,130.56,73.47,70.2,6.93,78.03,28.27,0.7974
Kharif,Jowar,91.85,41.85,47.79,7.88,65.21,30.46,0.7501
Kharif,Cotton,138.65,73.48,74.69,6.58,79.66,25.97,0.6643
Kharif,Jowar,94.16,48.05,43.3,7.34,55.23,29.86,0.7651
Kharif,Rice,126.59,48.55,55.1,6,90.14,28.89,0.8645
Kharif,Ragi,51.26,40.33,25.03,6.19,64.56,26.45,0.6544
Kharif,Jowar,90.51,48.15,44.35,6.2,56.77,29.84,0.7908
Kharif,Ragi,56.98,48.94,25.28,7.29,68.43,27.19,0.7174
Kharif,Cotton,134.21,74.57,73.24,7.13,70.53,28.13,0.7302
Kharif,Rice,124.87,57.28,42.43,5.67,89.68,29.32,0.7758
Kharif,Groundnut,20.51,48.39,28.75,7.13,67.72,25.08,0.6733
Kharif,Ragi,55.89,40.5,29.08,6.05,65.45,27.32,0.7689
Kharif,Groundnut,22.89,40.06,25.59,6.5,74.29,27.86,0.7061
Kharif,Jowar,95.23,41.8,43.28,6.58,56.21,30.39,0.7399
Kharif,Groundnut,20.63,47.54,26.36,7.01,72.06,31.62,0.7671
Annual,Sugarcane,271.02,77.54,173.9,6.89,75.43,28.38,0.7421
Rabi,Wheat,135.42,51.35,49.23,7.06,76.99,23.51,0.7483
Kharif,Rice,139.05,53.37,42.56,6.87,80.36,30.64,0.7042
Annual,Sugarcane,286.13,88.79,156.79,6.6,76.86,31.76,0.7069
Annual,Sugarcane,273.01,81.41,184.75,6.78,81.15,30.34,0.8213
Kharif,Groundnut,20.4,40.95,27.65,6.8,66.01,30.06,0.7844
Kharif,Ragi,58.13,43.8,25.34,6.17,65.96,27.07,0.7725
Kharif,Jowar,92.83,43.19,43.54,7.49,62.32,27.4,0.8091
Kharif,Rice,141.51,51.55,55.62,6.95,85.6,30.85,0.7722
Rabi,Wheat,133.7,54.18,42.24,6.7,77.45,24.24,0.8146
Rabi,Wheat,132.75,52.68,44.42,7.22,72.9,22.78,0.8732
Kharif,Ragi,59.9,49.42,26.61,6.71,69.3,29.49,0.7154
Annual,Sugarcane,255.94,91.75,150.24,7.09,81.7,28.48,0.7191
Annual,Sugarcane,253.48,84.21,174.28,7.3,83.01,30.89,0.7512
Kharif,Cotton,138.2,70.96,62.71,5.92,79.17,28.19,0.7166
Kharif,Jowar,92.73,46.43,48.94,7.92,58.11,31.13,0.708
Kharif,Cotton,147.62,63.01,69.9,5.95,71.03,32.82,0.6682
Kharif,Cotton,125.59,74.18,70.07,6.93,75.67,34.07,0.7637
Kharif,Jowar,91.97,42.77,47.97,7.95,68.49,30.73,0.7102
Kharif,Cotton,145.27,66.15,71.55,7.08,76.14,33.66,0.7893
Rabi,Wheat,126.29,54.27,46.53,6.45,73.39,23.51,0.8371
Kharif,Cotton,139.5,62.23,69.01,5.83,71.21,31.08,0.7374
Kharif,Groundnut,21.94,46.32,27.5,7.03,72.64,31.69,0.8561
Kharif,Rice,134.78,42.44,45.7,6.19,93.9,27.93,0.7563
Kharif,Cotton,143.77,72.18,69.25,7.68,75.47,31.67,0.7851
Kharif,Cotton,133.98,70.75,70.08,6.62,79.14,33.25,0.7852
Annual,Sugarcane,295.04,91.04,179.54,6.94,82.8,31.77,0.7394
Kharif,Ragi,59.77,43.27,29.87,7.19,74.84,26.11,0.5949
Kharif,Jowar,95.35,43.93,49.59,7.81,60.41,29.27,0.7627
Kharif,Groundnut,21.08,47.87,27.27,6.15,74.3,29.66,0.7532
Kharif,Groundnut,22.84,41.25,27.86,6.75,73.11,27.22,0.816
Kharif,Rice,131.58,50.57,50.37,5.57,81.54,25.09,0.7466
Rabi,Wheat,137.1,57.28,40.52,6.94,75.75,21.3,0.7784
Kharif,Jowar,82.57,42.86,48.89,7.73,68.88,29.83,0.6949
Annual,Sugarcane,252.77,83.95,174.6,6.98,81.27,29.45,0.8357
Kharif,Jowar,95.67,45.05,47.74,6.74,57.17,27.53,0.7597
Kharif,Cotton,140.55,74.7,66.7,6.14,70.53,26.5,0.6899
Annual,Sugarcane,254.87,76.23,152.23,6.57,77.59,30.79,0.639
Annual,Sugarcane,267.65,75.65,183.49,7.45,83.79,30.06,0.6996
Annual,Sugarcane,270.49,85.15,164.92,7.08,80.51,31.5,0.8638
Annual,Sugarcane,298.53,86.52,157.73,7.18,81.6,28.95,0.7635
Rabi,Wheat,132.25,50.21,48.36,6.18,69.74,21.51,0.7219
Kharif,Cotton,134.14,70.39,73,6.61,74.9,27.7,0.84
Kharif,Rice,132.18,52.22,58.8,5.97,85.42,28.29,0.8015
Rabi,Wheat,140,57.95,47.58,6.53,76.17,20.06,0.7335
Kharif,Rice,114.64,56.64,40.9,5.88,80.17,34.26,0.6407
Annual,Sugarcane,271.95,81.8,184.35,6.92,76.26,30.55,0.7935
Annual,Sugarcane,289.2,87.01,160.68,7.12,80.16,29.87,0.8825
Annual,Sugarcane,297.44,97.52,162.35,6.59,84.73,28.56,0.6194
Kharif,Jowar,97.44,43.3,43.71,7.28,60.47,28.17,0.7979
Kharif,Rice,108.02,55.75,57.24,6.56,85.69,34.63,0.7034
Kharif,Cotton,128.05,65.16,71.85,7.36,74.66,26.75,0.7924
Kharif,Jowar,97.13,48.21,48.22,6.44,56.99,28.02,0.6762
Rabi,Wheat,149.74,56.85,43.6,7.13,76.99,21.41,0.7355
Kharif,Ragi,57.73,45.63,26.92,5.96,72.3,26.37,0.7584
Kharif,Ragi,58.52,42.16,27.54,5.55,65.27,29.15,0.7408
Annual,Sugarcane,288.8,95.34,181.03,6.92,78.8,28.1,0.7433
Kharif,Jowar,89.67,47.61,48.78,6.91,68.08,27.34,0.7492
Kharif,Ragi,58.57,47.89,29.67,6.7,63.02,28.82,0.7194
Kharif,Jowar,96,44.34,45.07,7.63,66.4,31.59,0.7723
Kharif,Jowar,96.29,44.61,45.49,6.92,68.9,28.22,0.8125
Rabi,Wheat,130.88,55.82,46.32,6.96,69.65,20.94,0.8344
Kharif,Groundnut,22.51,45.82,29.12,6.08,65.89,28.85,0.7699
Kharif,Groundnut,23.96,44.71,27.37,6.91,73.32,34.39,0.7959
Rabi,Wheat,149.85,55.93,41,6.62,76.69,22.33,0.7687
Kharif,Rice,141.97,51.31,47.56,5.7,88.37,27.1,0.7931
Kharif,Jowar,82.78,47.9,49.94,7.1,57.26,29.75,0.7343
Kharif,Groundnut,24.82,41.51,25.29,6.49,70.13,29.14,0.7454
Kharif,Rice,123.76,44.85,50.62,5.96,82.2,30.97,0.8405
Kharif,Groundnut,22.92,48.02,27.19,6.08,66.99,26.14,0.7364
Rabi,Wheat,148.76,50.53,47.49,6.61,74.99,22.54,0.763
Rabi,Wheat,132.1,52.88,48.22,6.7,70.72,23.2,0.8462
Kharif,Cotton,131.32,60.04,72.29,6.56,71.48,25.99,0.6922
Kharif,Jowar,88.44,48.75,43.74,6.74,59.57,31,0.7993
Rabi,Wheat,136.77,51.05,44.37,6.66,74,22.99,0.8708
Kharif,Groundnut,22.59,43.57,28.57,7.38,68.18,28.49,0.812
Rabi,Wheat,133.95,59.19,45.22,6.88,79.2,21.07,0.7841
Annual,Sugarcane,252.59,76.25,173.52,7.49,81.97,31.87,0.6432
Annual,Sugarcane,299.09,82.8,157.39,6.53,82.57,30.51,0.6934
Rabi,Wheat,148.01,57.09,44.62,7.44,65.33,22.14,0.7182
Annual,Sugarcane,254.03,94.8,171.87,6.9,82.75,28.36,0.7428
Rabi,Wheat,142.52,58,47.55,7.24,77.02,23.34,0.7331
Kharif,Groundnut,21.77,44.47,29.44,6.5,73.37,33.35,0.7624
Kharif,Cotton,141.76,73.69,73.34,6.71,75.52,31.99,0.7726
Kharif,Groundnut,21.9,42.57,26.69,6.31,72.24,25.52,0.7516
Kharif,Rice,127.47,59.52,52.47,6.15,81.82,27.66,0.7786
Kharif,Cotton,142.18,67.63,72.69,7.29,73.51,31.69,0.8185
Kharif,Groundnut,25,41.89,29.07,6.72,69.45,25.94,0.7323
Kharif,Groundnut,22.19,43.08,28.09,6.71,73.75,32.48,0.8297
Kharif,Groundnut,22.1,46.25,25.31,6.39,68.85,34.02,0.7667
Kharif,Groundnut,20.87,43.18,27.96,7.37,66.16,30.23,0.7633
Annual,Sugarcane,268.44,85.22,188.85,7.41,82.29,31.75,0.705
Kharif,Cotton,130.82,63.31,69.85,6.68,79.54,27.51,0.7703
Annual,Sugarcane,293.64,88.56,169.27,7.1,79.47,29.81,0.8943
Kharif,Rice,108.76,59.52,56.33,6.37,87.06,29.55,0.7881
Kharif,Groundnut,21.96,46.62,28.4,7.48,70.12,25,0.7586
Kharif,Groundnut,20.74,43.35,28.37,7.07,69.48,34.9,0.7589
Kharif,Cotton,148.65,73.37,67.4,7.02,75.88,34.03,0.7669
Kharif,Ragi,52.96,41.13,25.5,6.35,71.02,26.91,0.7378
Kharif,Groundnut,24.19,49.39,28.82,6.9,67.27,27.41,0.7212
Annual,Sugarcane,263.79,85.38,163.93,7.29,81.66,30.58,0.823
Kharif,Ragi,59.65,45.06,25.22,5.67,65.9,28.89,0.7215
Kharif,Ragi,51.69,43.98,26.29,6.43,65.87,28.32,0.8502
Kharif,Rice,108.28,58.65,43.65,5.69,83.53,27.28,0.6676
Kharif,Cotton,127.71,62.76,73.65,7.63,77.36,34.74,0.6649
Kharif,Rice,139.24,45.44,43.48,5.93,85.33,33.49,0.7424
Kharif,Rice,148.28,54.71,58.82,6.96,88.37,34.86,0.6401
Rabi,Wheat,148.07,55.28,48,6.36,77.78,20.9,0.7174
Annual,Sugarcane,258,97.91,157.46,7.26,82.45,30.1,0.7334
Kharif,Ragi,57.9,45.78,28.99,5.75,72.08,26.45,0.711
Kharif,Groundnut,24.1,44.26,26.91,6.7,66.85,25.49,0.7814
Kharif,Ragi,50.41,43.41,29.31,5.5,63.68,29.16,0.6626
Rabi,Wheat,147.01,53.61,46.12,6.62,75.48,24.8,0.7672
Kharif,Cotton,125.11,68.97,63.29,7.39,76.52,31.65,0.792
Kharif,Cotton,149.79,61.57,62.44,5.9,74.6,32.5,0.6716
Kharif,Ragi,52.59,43.91,28.57,5.83,63.86,26.25,0.7368
Kharif,Ragi,59.34,46.96,27.62,6.26,72.44,26.01,0.7332
Kharif,Ragi,58.14,41.69,29.38,6.63,63.76,28.71,0.7479
Annual,Sugarcane,261.74,99.64,181.23,7.18,82.35,28.09,0.6793
Kharif,Groundnut,24.32,41.47,27.57,6.74,65.75,29.13,0.7917
Kharif,Groundnut,22.8,43.03,28.33,7.27,65.28,32.04,0.7591
Kharif,Groundnut,24.29,41.38,29.81,7.1,69.94,33.44,0.7058
Kharif,Groundnut,22.03,46.19,27.93,7.05,69.47,25.75,0.8372
Kharif,Rice,134.37,57,41.72,5.74,91.3,30.67,0.7314
Kharif,Ragi,54.8,48.95,26.64,5.72,61.1,26.48,0.7027
Kharif,Rice,107.23,58.83,55.8,6.56,80.89,30.18,0.708
Kharif,Groundnut,20.97,40.44,28.15,6.09,72.43,34.92,0.6555
Kharif,Groundnut,21.61,47.75,29.09,7.17,66.74,28.85,0.7513
Kharif,Rice,125.31,59.65,56.51,6.66,90.51,26.47,0.7265
Annual,Sugarcane,273.79,78.14,174.54,7,82.18,31.93,0.7979
Annual,Sugarcane,287.36,85.39,161.65,6.67,77.34,28.81,0.761
Kharif,Jowar,83.48,43.16,40.65,6.64,63.96,31.92,0.7156
Annual,Sugarcane,276.92,86.24,161.96,7.05,75.3,29.37,0.8388
Kharif,Rice,141.52,40.05,43,6.09,89.02,25.5,0.694
Kharif,Jowar,99.04,40.5,42.13,6.83,60.03,28.91,0.7406
Kharif,Jowar,93.65,42.14,44.9,6.23,67.02,30.23,0.7815
Kharif,Rice,128.29,57.34,53.68,6.47,93.49,29.27,0.794
Rabi,Wheat,134.84,52.23,44.84,6.33,76.55,24.51,0.7916
Kharif,Jowar,82.71,40.99,44.4,7.83,60.67,31.86,0.6942
Kharif,Cotton,131.65,74.56,60.08,6.73,73.86,33.27,0.7341
Rabi,Wheat,145.01,55.12,42.21,7.32,66.01,21.43,0.7248
Annual,Sugarcane,269.07,96.59,188.89,7.05,84.14,29.36,0.7369
Kharif,Rice,123.08,52.76,47.51,5.79,92.41,34.26,0.7732
Kharif,Rice,149.41,50.5,52.02,5.6,87.79,28.22,0.7925
Kharif,Ragi,51.32,41.51,29.61,7.2,64.39,29.25,0.6652
Kharif,Groundnut,20.96,49.67,28.68,7.27,68.65,31.21,0.7311
Kharif,Groundnut,24.14,49.61,28.16,7.28,69.53,27,0.7298
Kharif,Ragi,50.45,45.44,28.85,7.14,61.97,28.44,0.7387
Kharif,Rice,130.16,58.99,46.66,6.39,92.41,25.03,0.7271
Kharif,Rice,142.03,53.11,53.25,6.71,86.25,34.15,0.7561
Kharif,Cotton,140.3,66.55,69.55,7.8,74.29,32.65,0.813
Rabi,Wheat,137.63,57.68,47.08,6.25,66.23,24.84,0.7028
Rabi,Wheat,147.16,54.5,42.66,6.21,67.47,23.03,0.7516
Kharif,Jowar,88.92,45.24,47.61,6.29,67.07,31.39,0.7706
Rabi,Wheat,137.33,57.63,40.67,7.26,73.23,22.1,0.7929
Kharif,Rice,118.79,55.03,40.87,6.33,83.4,33.34,0.7512
Kharif,Ragi,55.85,42.93,25.61,5.9,68.11,26.25,0.7586
Kharif,Cotton,131.72,65.98,69.62,7.76,74.13,27.49,0.8198
Kharif,Cotton,144.49,62.99,67.74,7.95,71.36,25.54,0.68
Kharif,Jowar,96.05,44.72,45.32,7.02,67.64,29.51,0.8805
Kharif,Cotton,136.15,75,69.13,7.43,71.18,30.46,0.7807
Annual,Sugarcane,296.23,92.06,171.94,6.86,81.97,31.25,0.7825
Rabi,Wheat,135.28,52.32,47.12,6.13,76.81,20.86,0.747
Rabi,Wheat,129.4,57.58,41.86,6.02,72.24,21.13,0.7439
Kharif,Groundnut,21.31,45.53,26.55,6.53,69.32,30.04,0.8834
Kharif,Groundnut,21.78,42.18,26.88,6.46,72.16,25.65,0.7676
Kharif,Groundnut,22.1,44.51,29.64,7.03,73.86,31.38,0.7887
Rabi,Wheat,127.12,51.13,48.8,6.49,74.22,23.75,0.7387
Kharif,Cotton,142.61,72.69,60.35,7.56,78.12,31.46,0.6943
Kharif,Groundnut,22.52,48,29.33,6.59,65.56,28.61,0.7734
Rabi,Wheat,123.82,52.35,48.63,6.71,70.92,24.39,0.7482
Kharif,Rice,147.49,45.25,48.06,6.8,93.88,30.19,0.7341
Annual,Sugarcane,270.01,81.67,178.65,7,84.09,28.3,0.7695
Annual,Sugarcane,284.56,97.56,183.78,6.98,80.84,30.46,0.8071
Kharif,Ragi,53.41,44.5,29.19,6.39,60.36,26.9,0.7745
Kharif,Groundnut,23.99,40.63,29.08,6.26,67.52,31.02,0.7121
Rabi,Wheat,129.61,56.36,46.67,6.71,76.25,24.79,0.7971
Kharif,Cotton,147.21,74.8,61.28,6.44,76.03,33.11,0.6781
Kharif,Jowar,89.89,45.23,40.89,6.85,61.42,30.69,0.8626
Kharif,Cotton,126.88,66.15,60.37,7.28,71.17,34.31,0.6962
Annual,Sugarcane,281.68,94.84,166.85,6.9,78.58,31.75,0.8024
Kharif,Groundnut,24.85,47.49,26.06,6.87,69.98,29.64,0.8125
Rabi,Wheat,146.78,50.86,46.67,6.99,73.75,24.66,0.7252
Kharif,Rice,135.08,58.74,49.1,6.48,86.11,32.45,0.8042
Kharif,Rice,140.44,51.28,50.85,5.8,88.07,31.51,0.8493
Kharif,Rice,137.21,43.91,40.93,5.75,86.95,31.7,0.743
Kharif,Jowar,86.91,47.99,46.89,6.01,55.91,29.96,0.7219
Annual,Sugarcane,293.5,75.64,166.99,7.16,75.25,31.88,0.6626
Rabi,Wheat,146.53,51.31,49.78,7.14,66.72,22.28,0.6799
Rabi,Wheat,146.85,50.45,40.95,6.83,77.7,20.8,0.6675
Rabi,Wheat,148.84,56.6,47.49,7.2,65.15,20.21,0.6469
Kharif,Jowar,85.69,44.89,43.83,6.34,59.77,29.93,0.8431
Annual,Sugarcane,292.7,83.55,164.8,7.43,82.24,30.01,0.7836
Rabi,Wheat,125.9,57.72,41.58,6.95,78.12,23.85,0.7174
Kharif,Ragi,55.14,41.82,28.61,7.44,62.52,26.96,0.7307
Kharif,Cotton,129.44,61.51,67.18,6.51,73.04,32.35,0.7976
Kharif,Groundnut,20.46,40.8,28.57,7.03,74.37,34.5,0.6474
Annual,Sugarcane,268.36,94.18,160.56,6.56,79.45,28.6,0.7532
Rabi,Wheat,132.04,54.86,46.05,6.15,76.16,21.77,0.8321
Rabi,Wheat,127.17,57.21,42.95,6.09,66.89,21.54,0.7178
Annual,Sugarcane,299.95,99.31,159.17,6.74,79.79,30.52,0.7245
Rabi,Wheat,121.08,59.03,45.93,6.58,65.48,24.7,0.6698
Annual,Sugarcane,293.72,91.02,166.82,7.21,76.57,31.44,0.7487
Kharif,Ragi,55.42,48.32,26.44,5.85,66.36,28.25,0.8251
Annual,Sugarcane,298.19,85,177.08,6.83,79.37,29.88,0.8327
Kharif,Rice,125.37,46.2,46.75,6.09,93.96,29.46,0.8415
Annual,Sugarcane,274.85,92.37,183.33,7.28,84.73,28.2,0.711
Kharif,Ragi,52.68,41.81,29.25,6.93,71.98,29.38,0.7067
Kharif,Groundnut,23.27,41.25,27.67,7.12,69.95,34.66,0.7866
Kharif,Ragi,50.01,46.01,26.03,7.26,60.91,27.94,0.7119
Kharif,Ragi,53.83,48.03,25.49,6.51,63.13,27.09,0.7757
Rabi,Wheat,134.88,51.1,40.28,7.02,66.27,23.97,0.7074
Kharif,Cotton,127.48,66.92,70.29,5.99,78.71,31.65,0.7625
Kharif,Cotton,144.41,63.66,66.25,6.74,76.65,30.34,0.8459
Rabi,Wheat,134.57,57.24,44.44,6.1,72.32,21.11,0.8304
Annual,Sugarcane,278.12,90.13,160.03,6.88,77.46,30.28,0.8565
Kharif,Groundnut,22,44.92,29.26,6.72,70.16,32.88,0.8693
Kharif,Rice,121.87,40.04,43.57,5.54,82.01,31.6,0.6864
Kharif,Ragi,55.15,41.27,27.88,7.5,74.76,27.03,0.7182
Kharif,Groundnut,21.87,44.67,29.05,6.23,74.84,34.8,0.7034
Kharif,Rice,147.45,55.47,55.24,6.77,85.73,33.15,0.706
Annual,Sugarcane,277.66,99.25,158.83,7.22,78.28,28.54,0.7401
Kharif,Cotton,139.52,68.58,73.88,5.84,79.06,26.54,0.6864
Kharif,Rice,119.02,57.99,42.58,5.79,90.52,33.47,0.7092
Rabi,Wheat,149.48,54.88,45.69,7.35,76.54,23.24,0.7698
Annual,Sugarcane,258.93,85.36,150.11,6.55,81.12,31.04,0.7123
Kharif,Groundnut,24.16,47.62,26.85,7.46,69.3,25.74,0.7178
Kharif,Jowar,83.9,47.49,47.57,6.4,58.76,31.03,0.7223
Rabi,Wheat,147.89,52.43,41.57,6.05,73.18,20.89,0.6894
Annual,Sugarcane,286.43,77.36,152.95,7.35,84.07,28.68,0.6421
Rabi,Wheat,144.9,59.27,44.41,7.32,67.97,22.13,0.738
Annual,Sugarcane,271.72,85.58,160.33,7.1,79.4,31.18,0.8601
Kharif,Jowar,96.69,41.65,43.72,6.09,63.38,30.96,0.7328
Kharif,Jowar,97.95,49.56,45.65,6.36,62.06,28.04,0.74
Rabi,Wheat,144.81,51.51,41.83,6.16,67.15,20.24,0.6342
Kharif,Cotton,131.73,67.88,63.34,7.8,72.28,29.64,0.8119
Kharif,Jowar,87.46,41.91,45.44,6.4,63.11,28.39,0.8262
Annual,Sugarcane,298.92,93.61,181.73,6.6,79.91,31.54,0.6983
Kharif,Jowar,85.93,45.89,49.38,7.64,64.29,31.05,0.7534
Kharif,Jowar,96.56,43.27,43.78,6.24,62.57,27.99,0.7817
Rabi,Wheat,125.65,54.01,47.81,6.78,69.89,22.49,0.8521
Kharif,Cotton,123.96,71.97,68.63,6.17,77.96,33.29,0.717
Kharif,Groundnut,20.46,46.49,25.04,6.89,71.41,30.69,0.7746
Rabi,Wheat,132.91,55.66,49.74,7.06,72.68,23.51,0.8283
Kharif,Jowar,96.11,49.21,40.74,6.35,67.62,30.69,0.6572
Kharif,Rice,122.61,45.83,43.14,6.57,92.36,34.23,0.7401
Kharif,Rice,145,56.41,59.8,5.53,89.85,33,0.6421
